latitud,longitud,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster,target,Coordinates,geometry
24.35877,-103.43297,0.0022968506882016537,0.11803214052631293,-0.0068058783149553105,-0.04796204009353694,0.004596075646044864,9.261474363950363e-05,-0.009239000706725616,2,Rojo,POINT (-103.43297 24.35877),POINT (-103.43297 24.35877)
24.90783,-104.07961,0.003126045180179565,-0.2531661152470739,-0.021649148816862654,0.06975812582159677,-0.0009663503257255799,-0.000615145375340403,-0.010488126084291179,2,Verde,POINT (-104.07961 24.90783),POINT (-104.07961 24.90783)
23.667,-103.95268,0.0027606242397303486,-0.07597949986268389,-0.014491294704600087,0.011098556479018364,0.0018651648903082335,-0.000273370358802682,-0.007995163113017264,2,Amarillo,POINT (-103.95268 23.667),POINT (-103.95268 23.667)
23.83395,-104.25949,0.002717448728487282,-0.06891821523292808,-0.014371689945429275,0.012802392459604616,0.0018241278346360903,-0.00027766446272190756,-0.005487485413735788,2,Amarillo,POINT (-104.25949 23.83395),POINT (-104.25949 23.83395)
23.83386,-104.25755,0.0026533607161525765,-0.0561372232871222,-0.01402566881870594,0.012293019684638907,0.001918987963604554,-0.00024582934663345835,-0.0027655824958747175,2,Rojo,POINT (-104.25755 23.83386),POINT (-104.25755 23.83386)
23.8717,-104.26804,0.002781188910903604,-0.0791489882979121,-0.014554523480264194,0.010655274613918148,0.0018648777482026338,-0.0002798995136196534,-0.008913129287477726,2,Verde,POINT (-104.26804 23.8717),POINT (-104.26804 23.8717)
25.31575,-105.68786,0.0032641427178450445,-0.32405576939265096,-0.024572782863777426,0.09444352531690811,-0.0021205304600087544,-0.0007539296701886798,-0.009946742521518795,2,Amarillo,POINT (-105.68786 25.31575),POINT (-105.68786 25.31575)
24.02379,-104.40838,0.0025712579282777125,-0.003810605922173907,-0.011813518893387314,-0.008151313664252176,0.002947396209386389,-0.0001259234010667046,-0.0013367925812872478,2,Rojo,POINT (-104.40838 24.02379),POINT (-104.40838 24.02379)
24.02408,-104.4064,0.0026227694158682583,-0.06897373627749268,-0.014787591925178919,0.021598685200754555,0.0015737208902910711,-0.00025635389136231,0.0005664259339788817,2,Rojo,POINT (-104.4064 24.02408),POINT (-104.4064 24.02408)
25.35233,-105.84055,0.002945896564479642,-0.16160764080365922,-0.017913871489253434,0.038599966657054,0.0005265952795010691,-0.00043970035619629393,-0.009613989534046543,2,Amarillo,POINT (-105.84055 25.35233),POINT (-105.84055 25.35233)
23.90783,-104.20925,0.0028139806297898763,-0.09580285136613835,-0.015214860855523316,0.016051803541148647,0.0015830058939656213,-0.00031070016494633905,-0.010002535218640321,2,Verde,POINT (-104.20925 23.90783),POINT (-104.20925 23.90783)
24.06653,-104.5002,0.0028766514675061163,-0.13138966666828877,-0.016753250639707225,0.029922384809464707,0.0009653614138089147,-0.00039432474893221625,-0.007952700358314052,2,Amarillo,POINT (-104.5002 24.06653),POINT (-104.5002 24.06653)
24.07711,-104.55011,0.0017771049480269769,0.265960799192477,-0.0024384784312228183,-0.0366216789291927,0.0029225220081399877,-0.00044025623885798545,-0.015068118320660365,2,Rojo,POINT (-104.55011 24.07711),POINT (-104.55011 24.07711)
23.98647,-104.60928,0.002454983947970084,0.0823054832819243,-0.007956964780289445,-0.04399965370732717,0.004423472134405315,2.7545692391530193e-05,-0.009556341114452093,2,Amarillo,POINT (-104.60928 23.98647),POINT (-104.60928 23.98647)
23.98766,-104.61034,0.002529280302929515,0.044806975598211715,-0.009489330083626697,-0.03125499303829079,0.0038203362953575072,-4.384685106249474e-05,-0.00965271721316901,2,Amarillo,POINT (-104.61034 23.98766),POINT (-104.61034 23.98766)
24.01523,-104.75098,0.02603800816747872,-0.005871050886135869,-0.02124831657134197,-0.004318737171619721,0.08514577612568508,-0.003169231761352936,-0.011772492982767576,2,Verde,POINT (-104.75098 24.01523),POINT (-104.75098 24.01523)
23.95995,-104.75429,-0.4021691451407943,-0.009721052755594593,-0.015026207511820976,-0.010828560634509921,0.09312000248355365,-0.09821085047699935,-0.011286882009061416,2,Amarillo,POINT (-104.75429 23.95995),POINT (-104.75429 23.95995)
23.93793,-104.75609,-0.3563903055087881,-0.008943561297571921,-0.013419677927243074,-0.010212054861655993,0.07145889308747212,-0.09216654384781095,-0.010652356009120784,2,Verde,POINT (-104.75609 23.93793),POINT (-104.75609 23.93793)
23.90495,-104.76603,-0.3456659575121542,-0.00928260130471581,-0.0038514206335117014,-0.01414811786604438,-0.018102183006927713,-0.030687649232581264,-0.0062273339047762815,2,Verde,POINT (-104.76603 23.90495),POINT (-104.76603 23.90495)
23.86417,-104.68114,-0.3024229014496327,-0.008776425318657445,-0.021361335535295334,-0.007555785783757108,0.13613450824878465,-0.10235226848809016,-0.012707206971823736,2,Verde,POINT (-104.68114 23.86417),POINT (-104.68114 23.86417)
23.82643,-104.69621,0.1114144984150097,-0.007062275913907542,-0.012609894528182472,-0.010523664688308272,-0.006308671028947159,0.08587690191091651,-0.008906618262696883,2,Verde,POINT (-104.69621 23.82643),POINT (-104.69621 23.82643)
23.72022,-105.41547,0.10198334473062085,-0.006183421481738053,-0.014794904373528104,-0.008672304602288582,0.017087349601057247,-0.057165952275301433,-0.009930536468861703,2,Verde,POINT (-105.41547 23.72022),POINT (-105.41547 23.72022)
24.21564,-104.50614,0.028160634012212932,-0.007850988017792876,-0.02197857200251278,-0.008290593661339165,0.09258568924754698,-0.003462720164344079,-0.009418624167523823,2,Verde,POINT (-104.50614 24.21564),POINT (-104.50614 24.21564)
24.21219,-104.50117,0.0030399459549255055,-0.2245230722947326,-0.02063175028279836,0.06316442377515415,-0.0005734670392602241,-0.0005548300119790589,-0.007340902834891942,2,Verde,POINT (-104.50117 24.21219),POINT (-104.50117 24.21219)
23.63772,-103.92712,0.022539032562817234,-0.007323915142866453,-0.019928664873219395,-0.00700823030994607,0.0730674526626824,-0.0027548847502588793,0.00798270263723514,2,Amarillo,POINT (-103.92712 23.63772),POINT (-103.92712 23.63772)
24.22104,-104.51038,0.0093666926445968,-0.008378118077964953,-0.014395352735410767,-0.01207109748511785,0.026629882603366264,-0.0010206163268997558,-0.007611707063980713,2,Verde,POINT (-104.51038 24.22104),POINT (-104.51038 24.22104)
23.64111,-103.91931,0.0026518311148860875,-0.008540155206875474,-0.011705659994799644,-0.013277834886797568,0.0030873693467521677,-0.0001503695096943003,-0.005183863951684668,2,Verde,POINT (-103.91931 23.64111),POINT (-103.91931 23.64111)
24.21475,-104.5302,0.004006045024058905,-0.6964899878869576,-0.039779341523205336,0.22104873400205768,-0.008138119352465997,-0.0014726207481031831,-0.01150056396167423,2,Amarillo,POINT (-104.5302 24.21475),POINT (-104.5302 24.21475)
24.20168,-104.66357,0.26737440771145415,-0.004877271193774459,-0.01782313563833154,-0.00731090415662971,0.022372500781270142,-0.15449563627728954,-0.009936010074903818,2,Rojo,POINT (-104.66357 24.20168),POINT (-104.66357 24.20168)
24.85471,-104.45369,0.0029466492433903933,-0.176875931952236,-0.018620511957477905,0.04597130949463361,0.00017010207119908677,-0.00045954224485068786,-0.010099263658901233,2,Verde,POINT (-104.45369 24.85471),POINT (-104.45369 24.85471)
25.90154,-105.86652,0.0030044438507765728,-0.18946120710416667,-0.01907268845474731,0.0483322312133839,9.672897072484043e-05,-0.0004978461098635333,-0.008319372871095803,2,Amarillo,POINT (-105.86652 25.90154),POINT (-105.86652 25.90154)
24.93564,-104.92756,0.014616071609814088,0.0027996949247502986,-0.01744790498540592,0.016468591944742858,0.04504227362504978,-0.0017591244309953197,0.0047070677354475185,2,Rojo,POINT (-104.92756 24.93564),POINT (-104.92756 24.93564)
24.89664,-104.88981,0.013418531681379001,0.00353096680604413,-0.017012444345149043,0.01788012961577031,0.04084347424481661,-0.0015969795051175525,0.0039040995601128917,2,Rojo,POINT (-104.88981 24.89664),POINT (-104.88981 24.89664)
24.87196,-104.8794,0.01782104967123553,0.0026458411199424144,-0.018666245337457504,0.016270461056807538,0.056218291915623414,-0.002168030454851682,-0.0013118708801876566,2,Rojo,POINT (-104.8794 24.87196),POINT (-104.8794 24.87196)
24.91804,-104.9058,0.008711360790313457,0.001702510980423205,-0.01500745418279024,0.013267022606781705,0.024316041394467657,-0.0009997445668366235,0.006411882088565398,2,Rojo,POINT (-104.9058 24.91804),POINT (-104.9058 24.91804)
24.95752,-104.94588,0.017158500846768867,0.003109382728664236,-0.018554449939710307,0.01784766030842671,0.054043036907781346,-0.0020982565230811536,0.010804331717800401,2,Rojo,POINT (-104.94588 24.95752),POINT (-104.94588 24.95752)
24.80967,-105.31738,0.0029078498351041873,-0.15150400534175554,-0.017547430692333464,0.036445666216315044,0.0006185151636250622,-0.0004147200381843743,-0.010069801651525476,2,Amarillo,POINT (-105.31738 24.80967),POINT (-105.31738 24.80967)
24.54309,-104.81612,-0.20726101802892907,-0.008146511602402158,-0.022651242588485596,-0.003894635091590181,0.12645251417322861,0.29226717007229397,-0.012919313668348205,2,Amarillo,POINT (-104.81612 24.54309),POINT (-104.81612 24.54309)
24.00179,-103.95161,0.21713726142993783,-0.007149845716965473,-0.016985783560948025,-0.010065111128078084,0.01801926365368454,0.12124175908245735,-0.01034621651665792,2,Verde,POINT (-103.95161 24.00179),POINT (-103.95161 24.00179)
23.45977,-104.41149,0.0028471156504199418,-0.11436895153898116,-0.01614712556832734,0.02588660480401732,0.001231237520545841,-0.00038685658418627627,-0.004014098070471911,2,Amarillo,POINT (-104.41149 23.45977),POINT (-104.41149 23.45977)
26.24026,-104.92955,0.21826307038159334,-0.007013000521096073,-0.014402617218634006,-0.011029709036664207,-0.004917074827037568,0.0777227078050285,-0.008923502847943953,2,Verde,POINT (-104.92955 26.24026),POINT (-104.92955 26.24026)
26.38829,-105.35418,0.0025977426238786836,0.013183834231751426,-0.010759063625441271,-0.021103707517824276,0.00334461539904993,-0.0001006122160743293,-0.009712277296052396,2,Amarillo,POINT (-105.35418 26.38829),POINT (-105.35418 26.38829)
26.44226,-105.58365,-0.2237576602981358,-0.008728245568267581,-0.016548391312877834,-0.009752266426961765,0.08053452131137806,-0.08900849380831466,-0.004496145103084733,2,Verde,POINT (-105.58365 26.44226),POINT (-105.58365 26.44226)
26.4188,-105.58257,0.05011248383829829,-0.004831666769294835,-0.031092098231091037,0.0019654413737498315,0.16973766364148543,-0.006322604755113719,-0.0035376166858955096,2,Amarillo,POINT (-105.58257 26.4188),POINT (-105.58257 26.4188)
26.46471,-105.59589,0.0030401588499601533,-0.007504662018113799,-0.01205267373208308,-0.01031165375333942,0.004603813473363514,-0.0002126966750913988,0.006274158870560066,2,Amarillo,POINT (-105.59589 26.46471),POINT (-105.59589 26.46471)
19.34523,-99.48038,0.0024350297871987185,-0.0347581966497338,-0.013602852862802634,0.016666500455346473,0.001678431186161202,-0.00012405263980392505,-0.006009552270169012,3,Rojo,POINT (-99.48038 19.34523),POINT (-99.48038 19.34523)
19.36104,-99.53863,0.0015463307272119292,0.2620664636417406,-0.002610332615267612,-0.05608364230109482,0.005201487012137528,0.00044368662635866664,-0.0003175155900504342,3,Rojo,POINT (-99.53863 19.36104),POINT (-99.53863 19.36104)
19.34433,-99.53486,0.0016732297000564163,0.22458701287488747,-0.003937306916820278,-0.047653509087856046,0.004684892047600661,0.00031857959704041585,-0.0033342906708335555,3,Rojo,POINT (-99.53486 19.34433),POINT (-99.53486 19.34433)
19.34542,-99.53542,0.002053900567394498,0.12325579732920361,-0.007456645788226159,-0.028262208780107635,0.003685046881178396,8.27854063176236e-05,-0.0063016700045477525,3,Rojo,POINT (-99.53542 19.34542),POINT (-99.53542 19.34542)
19.37743,-99.55517,0.0016632222637297845,0.2553646840324859,-0.002709078576125346,-0.05718352816293211,0.00515932512478178,0.00032629402475681756,-0.0005462981197032517,3,Rojo,POINT (-99.55517 19.37743),POINT (-99.55517 19.37743)
19.37942,-99.58126,0.001853871806833962,0.21609816409204496,-0.004055043318888991,-0.050090153789498805,0.004768913702561821,0.00014375776971074973,0.0005122909372780956,3,Rojo,POINT (-99.58126 19.37942),POINT (-99.58126 19.37942)
19.38105,-99.58033,0.0019229037696416897,0.2237100967236749,-0.0034102032616937783,-0.060288307305355206,0.005167707269817618,0.00015637139782170498,-0.0031145282055422985,3,Rojo,POINT (-99.58033 19.38105),POINT (-99.58033 19.38105)
19.41124,-99.61836,0.001319766826670988,0.17346643821301225,-0.007752984600517506,0.012939304694455854,0.001934714369084248,0.00024074283150146827,0.003506634404755622,3,Rojo,POINT (-99.61836 19.41124),POINT (-99.61836 19.41124)
19.40455,-99.5938,0.001842677568928991,0.1386366732816802,-0.007938010333331058,-0.006998971013976764,0.002882299044387149,-2.2250737138482167e-05,0.007924581007216528,3,Rojo,POINT (-99.5938 19.40455),POINT (-99.5938 19.40455)
19.41108,-99.6176,0.0014695183278741221,0.16853270644924512,-0.008620243854215753,0.02901205850472386,0.001560433278976256,-7.575699111826794e-05,0.02962845467979712,3,Rojo,POINT (-99.6176 19.41108),POINT (-99.6176 19.41108)
19.41846,-99.62254,0.0012658299567793498,0.16306655723710847,-0.008917054292480792,0.025337349565328064,0.0024119555894987817,0.0003642409843516718,0.03931014663176915,3,Rojo,POINT (-99.62254 19.41846),POINT (-99.62254 19.41846)
19.45122,-99.66059,0.0016121178818891402,0.12054214479363744,-0.0099871200525458,0.030132255215335628,0.0014596720272265823,-5.5422331178810266e-05,0.022848555986021236,3,Rojo,POINT (-99.66059 19.45122),POINT (-99.66059 19.45122)
19.46678,-99.70518,0.0018397779386522377,0.10775153314127844,-0.008953111487785144,-0.0005041795818300528,0.0023314550688354942,4.149177566011634e-05,-0.005710742450988462,3,Rojo,POINT (-99.70518 19.46678),POINT (-99.70518 19.46678)
19.47189,-99.73607,0.0017004839086120123,0.20885201472587375,-0.0045098722424593545,-0.0451626565926162,0.004705397941442251,0.0003980102248440238,-0.0020818637253962927,3,Rojo,POINT (-99.73607 19.47189),POINT (-99.73607 19.47189)
19.4621,-99.77581,-0.0587365740742286,-0.006329638418465102,0.012778280347634795,-0.01694821690518088,-0.21227792006771237,0.007855052929031402,4.839955409511978e-05,3,Rojo,POINT (-99.77581 19.4621),POINT (-99.77581 19.4621)
19.44394,-99.7896,-0.5037062550659716,-0.0069824107310564746,0.00024021608635092675,-0.00944973130621008,-0.03278667884908991,-0.13143257423716032,-0.003669736784557068,3,Rojo,POINT (-99.7896 19.44394),POINT (-99.7896 19.44394)
19.44514,-99.79881,-0.301036813403717,-0.0068127625993646395,0.0008373201925579462,-0.009450504634994064,-0.07266716098531141,0.1698803537126795,-0.0023198741263881196,3,Rojo,POINT (-99.79881 19.44514),POINT (-99.79881 19.44514)
19.57341,-99.77823,0.002095846498167858,0.1624641537879205,-0.005610094244632656,-0.05050133796034912,0.005034588112316522,0.00018095249533031665,0.003545388412216635,3,Rojo,POINT (-99.77823 19.57341),POINT (-99.77823 19.57341)
19.61633,-99.79553,0.002386820042202143,0.08531468132642493,-0.008943958038280981,-0.025783520676813002,0.004514286831387342,-7.611226406208102e-05,0.0315044007672869,3,Rojo,POINT (-99.79553 19.61633),POINT (-99.79553 19.61633)
19.617,-99.79858,0.002248064128513666,0.10216247906199709,-0.008821588823100374,-0.020186875353641196,0.004588424633964593,-1.0871737136284578e-05,0.04402590244970197,3,Rojo,POINT (-99.79858 19.617),POINT (-99.79858 19.617)
19.64552,-99.87715,0.0023855843452383666,0.09740524002973418,-0.00813970503663388,-0.03525088572719405,0.004698631183008287,-3.1417541826486666e-05,0.020490359831351793,3,Amarillo,POINT (-99.87715 19.64552),POINT (-99.87715 19.64552)
19.64624,-99.87824,0.0023836181132648286,0.15686404350936556,-0.006470145554751166,-0.04880968008427316,0.006697415378037471,-1.674128038438418e-05,0.07565025445166607,3,Amarillo,POINT (-99.87824 19.64624),POINT (-99.87824 19.64624)
19.70211,-99.88459,0.0017656397591554872,0.17464885817881323,-0.00918840382033369,0.013845757064452844,0.005793575905037136,9.706898716439801e-05,0.15569978123780662,3,Rojo,POINT (-99.88459 19.70211),POINT (-99.88459 19.70211)
19.80509,-99.90792,0.0022240102578634283,0.10907372287612624,-0.007859486930220453,-0.03252472448028116,0.0043929532113165335,8.426091063264111e-05,0.011123874740689736,3,Rojo,POINT (-99.90792 19.80509),POINT (-99.90792 19.80509)
19.82863,-99.78794,-0.5587211006489516,-0.000770683090807499,0.0005523766259531195,0.005720835802593549,-0.03216259334847773,-0.14341235187424212,0.0005008908635878929,3,Rojo,POINT (-99.78794 19.82863),POINT (-99.78794 19.82863)
19.82381,-99.78669,-0.04093113567948925,-0.0053088564141372235,0.005565267027143302,-0.012153813629256138,-0.14982784348120678,0.005529668320738879,-0.002365723788032847,3,Rojo,POINT (-99.78669 19.82381),POINT (-99.78669 19.82381)
19.6609,-99.96128,-0.5491048238429745,-0.00976120322295847,0.005811931000492745,-0.01737532908919852,-0.0744950105477693,-0.16407972343752958,-0.003542833836789009,3,Amarillo,POINT (-99.96128 19.6609),POINT (-99.96128 19.6609)
19.61868,-99.98378,-0.0469910090344493,-0.0075924410479147,0.008141728287701818,-0.017998138672696666,-0.17107652614379967,0.006313659857918117,0.0005205518387445744,3,Rojo,POINT (-99.98378 19.61868),POINT (-99.98378 19.61868)
19.63797,-99.96533,-0.04854811876605057,-0.00778900464033378,0.008798678843936404,-0.01869768957617281,-0.17657122124562055,0.006515660962222264,-0.0010470118019947627,3,Amarillo,POINT (-99.96533 19.63797),POINT (-99.96533 19.63797)
19.49746,-99.98131,0.002259766376100431,0.12828420314093933,-0.006518062701021125,-0.048417858800641145,0.004635919664990283,7.67419394937487e-05,-0.007133235409349106,3,Amarillo,POINT (-99.98131 19.49746),POINT (-99.98131 19.49746)
19.45822,-99.99081,-0.5305800959561743,-0.008791620389548737,-0.0189533860266429,-0.00620542369307951,0.1474501963355997,-0.170445692678996,-0.010402151053678336,3,Amarillo,POINT (-99.99081 19.45822),POINT (-99.99081 19.45822)
19.46325,-99.99544,-0.5213234490696373,-0.009227312077483419,-0.018772331567770875,-0.007314544248025805,0.144776282683404,-0.17439399706922207,-0.009174161345958597,3,Amarillo,POINT (-99.99544 19.46325),POINT (-99.99544 19.46325)
19.45484,-99.99575,-0.5213908848411133,-0.0071315039317569676,-0.018897327631138536,-0.0023697656950517777,0.14452811911406102,-0.17438544044344703,-0.009371765855176238,3,Rojo,POINT (-99.99575 19.45484),POINT (-99.99575 19.45484)
19.50094,-100.05059,0.00214483894163323,0.1367948137639978,-0.006509554574640943,-0.04295884319106225,0.004392602932981199,0.00010117856374992435,-0.006280715462090105,3,Rojo,POINT (-100.05059 19.50094),POINT (-100.05059 19.50094)
19.46159,-100.05466,-0.5310873716215205,-0.009325771563785869,-0.018964382239245386,-0.007308641067911537,0.14786138893916406,-0.1644037696518051,-0.01052692591223063,3,Amarillo,POINT (-100.05466 19.46159),POINT (-100.05466 19.46159)
19.39813,-100.06237,0.0027528749790900627,-0.10199203220035089,-0.015818073524805513,0.026152507967388678,0.0012011416984275198,-0.0003341059875705153,-0.005414259545031211,3,Verde,POINT (-100.06237 19.39813),POINT (-100.06237 19.39813)
19.30045,-100.11623,0.002725349654269849,-0.0659210311233426,-0.014191945184557481,0.010203610531882963,0.0019355742124596484,-0.0002760318240577953,-0.005993122353347247,3,Amarillo,POINT (-100.11623 19.30045),POINT (-100.11623 19.30045)
19.22051,-100.13108,0.002901121221659582,-0.14418972359273025,-0.017327316223063997,0.035444759025644194,0.0007425421171725364,-0.00042575654760963224,-0.006096702485972159,3,Amarillo,POINT (-100.13108 19.22051),POINT (-100.13108 19.22051)
19.3325,-100.07281,0.002866215789033787,-0.12726251821089085,-0.016636270114272204,0.029113586740216454,0.0010827620014737466,-0.0003779681997743471,-0.00520710163111807,3,Verde,POINT (-100.07281 19.3325),POINT (-100.07281 19.3325)
19.2147,-100.1495,-0.3181816785406589,-0.00846906888251175,-0.03323716751697053,-0.0011294263277092855,0.24314373481313056,0.04816230407345418,-0.015843147385854975,3,Amarillo,POINT (-100.1495 19.2147),POINT (-100.1495 19.2147)
19.20146,-100.13621,0.002340608495861477,0.10155156435115224,-0.007443445216882482,-0.04324452263938705,0.004369926075635601,5.815709112411915e-05,-0.009346829746902034,3,Amarillo,POINT (-100.13621 19.20146),POINT (-100.13621 19.20146)
19.194,-100.1519,-0.07524605181064067,-0.007693854015942258,-0.028997397076616832,-0.0024500693773914137,0.16623834469467194,0.24297557540525455,-0.014306568023497033,3,Verde,POINT (-100.1519 19.194),POINT (-100.1519 19.194)
19.17361,-100.11028,0.0028989240394609126,-0.13851693118084624,-0.016962985284172147,0.030654098595479,0.000891995053870754,-0.000393797173593381,-0.010034792123587658,3,Verde,POINT (-100.11028 19.17361),POINT (-100.11028 19.17361)
19.1807,-100.1594,0.2268734717444487,-0.007118657121817381,-0.020586412174200014,-0.008423573496549382,0.04851189567086616,0.16121087099937115,-0.010458269368852016,3,Verde,POINT (-100.1594 19.1807),POINT (-100.1594 19.1807)
19.18,-100.1351,-0.2753933015315364,-0.008032004889851419,-0.0332567821465894,-0.0007084991184679707,0.2372563372783338,0.03624335265923199,-0.015803940088517508,3,Amarillo,POINT (-100.1351 19.18),POINT (-100.1351 19.18)
19.21598,-100.19485,-0.0032865365830350066,-0.008493243667356584,-0.009332147609745187,-0.01357853003885273,-0.017798466462451677,0.0006036840814722534,-0.0037287151918210465,3,Amarillo,POINT (-100.19485 19.21598),POINT (-100.19485 19.21598)
19.2078,-100.1801,0.26760243338424927,-0.0036294720324994154,-0.018529249658402393,-0.004128563592083477,0.027765899711398787,-0.15393120895047063,-0.008159301583757994,3,Rojo,POINT (-100.1801 19.2078),POINT (-100.1801 19.2078)
19.17455,-100.2229,0.02192407974293488,-0.008059800476854957,-0.019441281108357092,-0.009721559866622447,0.07067724719201117,-0.0026494195168926178,-0.010670131710731084,3,Verde,POINT (-100.2229 19.17455),POINT (-100.2229 19.17455)
19.17467,-100.21635,0.0029556221084834264,-0.1675029039684224,-0.018167502592139197,0.04151895297490593,0.00034666112934328116,-0.0004681817189571903,-0.010442742957594751,3,Amarillo,POINT (-100.21635 19.17467),POINT (-100.21635 19.17467)
19.17515,-100.2247,0.0029147424609857224,-0.14754363452946556,-0.01734300508895686,0.03417625022078274,0.0007129283663263202,-0.0004173508516684349,-0.010244704285300707,3,Amarillo,POINT (-100.2247 19.17515),POINT (-100.2247 19.17515)
19.2568,-100.01614,0.0027539250225121097,-0.09292904044254069,-0.015397134549036507,0.021767505946367356,0.0014109364240731258,-0.0003253142836911679,-0.005104547801483808,3,Amarillo,POINT (-100.01614 19.2568),POINT (-100.01614 19.2568)
19.044,-100.04524,0.0029289931527340923,-0.15329374744109378,-0.017575314637421024,0.035899859881726996,0.0006471839130452997,-0.0004262002921472153,-0.009760131928370884,3,Amarillo,POINT (-100.04524 19.044),POINT (-100.04524 19.044)
19.30309,-99.60037,-0.001637085236595482,0.3376551143449142,-0.009970621704698509,0.17936609493441735,-0.005314263481831545,0.00110580224723065,0.024842166226703846,3,Rojo,POINT (-99.60037 19.30309),POINT (-99.60037 19.30309)
19.30328,-99.59706,-0.0021237075991554924,0.3562273436600321,-0.012380428686332275,0.2595606290505997,-0.010036417531759165,-0.00019389326678475964,0.041619114440702265,3,Rojo,POINT (-99.59706 19.30328),POINT (-99.59706 19.30328)
19.15527,-99.49637,0.022977525103083086,0.0025629105886474726,-0.02070719583135244,0.016429803515868886,0.07432459076532323,-0.0028228173430903166,-0.004253589549812607,3,Rojo,POINT (-99.49637 19.15527),POINT (-99.49637 19.15527)
19.15518,-99.49633,0.007727825103556736,0.0036809309928615363,-0.014644163424666156,0.015223246617359064,0.020900423892835772,-0.0008380480397460515,-0.004362228796295932,3,Rojo,POINT (-99.49633 19.15518),POINT (-99.49633 19.15518)
19.18689,-99.51384,0.0016451560373925175,0.26586313869266115,-0.0024987387810970338,-0.049340286683380835,0.004360289252465557,6.601534292967473e-05,-0.005170539044511284,3,Rojo,POINT (-99.51384 19.18689),POINT (-99.51384 19.18689)
19.20268,-99.51442,0.0012648986686430161,0.2982848166364061,-0.004195913275709879,0.062084781852149676,-0.0037621499119304875,-0.001751634969278442,-0.029542741286478838,3,Rojo,POINT (-99.51442 19.20268),POINT (-99.51442 19.20268)
19.28614,-99.52185,0.001860869414144059,0.16137983476893106,-0.006295414791910204,-0.03180457460942393,0.0039295315795818,0.00019892499479250115,-0.004118041632117124,3,Rojo,POINT (-99.52185 19.28614),POINT (-99.52185 19.28614)
19.05462,-99.31622,-0.20539896992617024,-0.008552417217623948,-0.02397251920802029,-0.005452045382482508,0.14138297233387886,0.1414200410498855,-0.013254964406151462,3,Amarillo,POINT (-99.31622 19.05462),POINT (-99.31622 19.05462)
19.05127,-99.31483,-0.22380253245162154,-0.008402724412405927,-0.02241008645500498,-0.005389745213705332,0.12948944457863446,0.1507556848205946,-0.01290891059600133,3,Amarillo,POINT (-99.31483 19.05127),POINT (-99.31483 19.05127)
18.95594,-99.59893,0.0023690610830801317,0.07840370211861883,-0.008505044838418024,-0.033060481645581195,0.003956228497018163,1.2074990960745138e-05,-0.006591298137709674,3,Rojo,POINT (-99.59893 18.95594),POINT (-99.59893 18.95594)
18.95748,-99.60122,0.0024418085700016632,0.04527621516580243,-0.009840619308880593,-0.02164379036886803,0.003343053862701391,-8.636720469180251e-05,-0.008204592946289892,3,Amarillo,POINT (-99.60122 18.95748),POINT (-99.60122 18.95748)
19.03302,-99.57984,0.012865535567445829,-0.008333862014514736,-0.015774662208031785,-0.011646274226476239,0.03887545635463848,-0.0014706285628817751,-0.010816160966527821,3,Verde,POINT (-99.57984 19.03302),POINT (-99.57984 19.03302)
18.94583,-99.42536,0.0029086127955355776,-0.14691215832578647,-0.017336485541927602,0.03447629368875482,0.0006945963281210306,-0.00041928362857489065,-0.010257723929462857,3,Amarillo,POINT (-99.42536 18.94583),POINT (-99.42536 18.94583)
18.92783,-99.43947,0.0028759130887251096,-0.12625037518129634,-0.016473878734464813,0.026750665723226038,0.0010859082136905611,-0.0003753919205028286,-0.009446472205178037,3,Amarillo,POINT (-99.43947 18.92783),POINT (-99.43947 18.92783)
19.97889,-100.05231,0.00237192711094553,0.026387981388615284,-0.011199716200464647,-0.0027701980000520063,0.0026941810323890623,-0.0001416501426635435,0.002438257518019889,3,Rojo,POINT (-100.05231 19.97889),POINT (-100.05231 19.97889)
19.95478,-100.02037,0.002443849517397115,-0.04256317417776821,-0.014357194630300092,0.027587070761276783,0.001450869117320027,-0.00025380143942130957,0.00941931823119066,3,Rojo,POINT (-100.02037 19.95478),POINT (-100.02037 19.95478)
19.90299,-100.02271,0.0027402365539783407,-0.15556681094757857,-0.0184448675857417,0.056395680643971914,-0.00031036853000412186,-0.0004765518297528746,-0.006211241775181967,3,Rojo,POINT (-100.02271 19.90299),POINT (-100.02271 19.90299)
19.84705,-99.93285,0.0020672013861266327,0.22817709089082355,-0.0030924867108754837,-0.07411982863399001,0.006749493898725648,0.0002563116062730178,0.02784781446233887,3,Rojo,POINT (-99.93285 19.84705),POINT (-99.93285 19.84705)
19.83501,-99.92303,0.0022955244400960657,0.11563257254640262,-0.007830221177940114,-0.03319360145913996,0.004895839135265297,-1.3902841876943172e-05,0.03279979395374827,3,Rojo,POINT (-99.92303 19.83501),POINT (-99.92303 19.83501)
19.77555,-100.14488,-0.040814058053274926,-0.00036167225801025336,0.00516320682748056,-0.0012235223934493331,-0.1493301731196802,0.005552857083750468,-0.0037250218265514525,3,Rojo,POINT (-100.14488 19.77555),POINT (-100.14488 19.77555)
19.77593,-100.14494,-0.009032054040326174,-0.0033672243104657246,-0.007359080905783866,-0.00348841947100688,-0.03790361298530048,0.0013890961553854448,-0.007785028154894375,3,Rojo,POINT (-100.14494 19.77593),POINT (-100.14494 19.77593)
